Price,Close,High,Low,Open,Volume,processed_at,z_score,is_anomaly
2026-03-13 02:50:00+00:00,71254.1171875,71254.1171875,71254.1171875,71254.1171875,5836800,2026-03-13 19:06:14.883439,-0.9294903035278289,False
2026-03-13 02:51:00+00:00,71226.96875,71226.96875,71226.96875,71226.96875,6905856,2026-03-13 19:06:14.883439,-0.9972928489631114,False
2026-03-13 02:52:00+00:00,71184.8828125,71184.8828125,71184.8828125,71184.8828125,0,2026-03-13 19:06:14.883439,-1.102401428030699,False
2026-03-13 02:53:00+00:00,71135.265625,71135.265625,71135.265625,71135.265625,0,2026-03-13 19:06:14.883439,-1.2263191161053693,False
2026-03-13 02:55:00+00:00,71095.921875,71095.921875,71095.921875,71095.921875,0,2026-03-13 19:06:14.883439,-1.3245791502958968,False
2026-03-13 02:56:00+00:00,71113.421875,71113.421875,71113.421875,71113.421875,6094848,2026-03-13 19:06:14.883439,-1.2808733368354557,False
2026-03-13 02:57:00+00:00,71125.9375,71125.9375,71125.9375,71125.9375,1998848,2026-03-13 19:06:14.883439,-1.2496158756016937,False
2026-03-13 02:58:00+00:00,71137.8046875,71137.8046875,71137.8046875,71137.8046875,313917440,2026-03-13 19:06:14.883439,-1.219977870848832,False
2026-03-13 02:59:00+00:00,71166.265625,71166.265625,71166.265625,71166.265625,4390912,2026-03-13 19:06:14.883439,-1.1488973894040164,False
2026-03-13 03:01:00+00:00,71170.2734375,71170.2734375,71170.2734375,71170.2734375,0,2026-03-13 19:06:14.883439,-1.1388879776606209,False
2026-03-13 03:02:00+00:00,71164.3203125,71164.3203125,71164.3203125,71164.3203125,0,2026-03-13 19:06:14.883439,-1.1537557588467173,False
2026-03-13 03:04:00+00:00,71197.25,71197.25,71197.25,71197.25,7442432,2026-03-13 19:06:14.883439,-1.071514685750396,False
2026-03-13 03:05:00+00:00,71153.25,71153.25,71153.25,71153.25,0,2026-03-13 19:06:14.883439,-1.1814035881652196,False
2026-03-13 03:07:00+00:00,71131.25,71131.25,71131.25,71131.25,67428352,2026-03-13 19:06:14.883439,-1.2363480393726312,False
2026-03-13 03:08:00+00:00,71182.6640625,71182.6640625,71182.6640625,71182.6640625,27836416,2026-03-13 19:06:14.883439,-1.1079427008087193,False
2026-03-13 03:09:00+00:00,71241.5078125,71241.5078125,71241.5078125,71241.5078125,0,2026-03-13 19:06:14.883439,-0.960981903047986,False
2026-03-13 03:10:00+00:00,71236.796875,71236.796875,71236.796875,71236.796875,61399040,2026-03-13 19:06:14.883439,-0.9727473519393458,False
2026-03-13 03:12:00+00:00,71212.9609375,71212.9609375,71212.9609375,71212.9609375,987136,2026-03-13 19:06:14.883439,-1.0322770112553306,False
2026-03-13 03:13:00+00:00,71208.578125,71208.578125,71208.578125,71208.578125,0,2026-03-13 19:06:14.883439,-1.043222976144307,False
2026-03-13 03:14:00+00:00,71214.3515625,71214.3515625,71214.3515625,71214.3515625,0,2026-03-13 19:06:14.883439,-1.0288039600071348,False
2026-03-13 03:15:00+00:00,71191.2265625,71191.2265625,71191.2265625,71191.2265625,2875392,2026-03-13 19:06:14.883439,-1.0865580706512892,False
2026-03-13 03:16:00+00:00,71171.3984375,71171.3984375,71171.3984375,71171.3984375,11440128,2026-03-13 19:06:14.883439,-1.1360783182238783,False
2026-03-13 03:17:00+00:00,71169.0234375,71169.0234375,71169.0234375,71169.0234375,0,2026-03-13 19:06:14.883439,-1.1420098214792238,False
2026-03-13 03:19:00+00:00,71187.171875,71187.171875,71187.171875,71187.171875,28336128,2026-03-13 19:06:14.883439,-1.0966845515378825,False
2026-03-13 03:20:00+00:00,71228.25,71228.25,71228.25,71228.25,135168,2026-03-13 19:06:14.883439,-0.9940929590490434,False
2026-03-13 03:22:00+00:00,71253.5625,71253.5625,71253.5625,71253.5625,141369344,2026-03-13 19:06:14.883439,-0.930875621722334,False
2026-03-13 03:24:00+00:00,71249.2421875,71249.2421875,71249.2421875,71249.2421875,0,2026-03-13 19:06:14.883439,-0.9416654944203803,False
2026-03-13 03:25:00+00:00,71269.6640625,71269.6640625,71269.6640625,71269.6640625,92246016,2026-03-13 19:06:14.883439,-0.8906623710339548,False
2026-03-13 03:26:00+00:00,71258.484375,71258.484375,71258.484375,71258.484375,0,2026-03-13 19:06:14.883439,-0.9185833616865848,False
2026-03-13 03:28:00+00:00,71153.5,71153.5,71153.5,71153.5,2760704,2026-03-13 19:06:14.883439,-1.180779219401499,False
2026-03-13 03:29:00+00:00,71098.7109375,71098.7109375,71098.7109375,71098.7109375,2498560,2026-03-13 19:06:14.883439,-1.317613536275639,False
2026-03-13 03:31:00+00:00,71069.421875,71069.421875,71069.421875,71069.421875,0,2026-03-13 19:06:14.883439,-1.390762239250279,False
2026-03-13 03:33:00+00:00,71072.2890625,71072.2890625,71072.2890625,71072.2890625,7032832,2026-03-13 19:06:14.883439,-1.3836015099913586,False
2026-03-13 03:35:00+00:00,71157.9765625,71157.9765625,71157.9765625,71157.9765625,0,2026-03-13 19:06:14.883439,-1.1695991162261272,False
2026-03-13 03:37:00+00:00,71061.0859375,71061.0859375,71061.0859375,71061.0859375,291536896,2026-03-13 19:06:14.883439,-1.4115810352155873,False
2026-03-13 03:39:00+00:00,71045.5234375,71045.5234375,71045.5234375,71045.5234375,0,2026-03-13 19:06:14.883439,-1.4504479907571939,False
2026-03-13 03:41:00+00:00,71080.8203125,71080.8203125,71080.8203125,71080.8203125,3330048,2026-03-13 19:06:14.883439,-1.3622949259293935,False
